"","person_age","person_income","person_home_ownership","person_emp_length","loan_intent","loan_grade","loan_amnt","loan_int_rate","loan_status","loan_percent_income","cb_person_default_on_file","cb_person_cred_hist_length","int_cat"
"22306",28,54000,"MORTGAGE",2,"EDUCATION","B",9250,11.36,0,0.17,"N",10,"(11,13]"
"22307",32,43000,"RENT",2,"MEDICAL","B",6950,9.91,0,0.16,"N",9,"(9,11]"
"22308",29,54000,"MORTGAGE",2,"DEBTCONSOLIDATION","A",5000,7.14,0,0.09,"N",5,"(7,9]"
"22309",34,54000,"OWN",8,"MEDICAL","B",5000,10.62,0,0.09,"N",7,"(9,11]"
"22310",35,25200,"RENT",0,"PERSONAL","E",7000,15.68,1,0.28,"Y",7,"(15,17]"
"22311",33,54000,"MORTGAGE",7,"VENTURE","C",7500,13.22,0,0.14,"N",10,"(13,15]"
"22312",27,54000,"OWN",2,"HOMEIMPROVEMENT","B",9600,12.18,0,0.18,"N",8,"(11,13]"
"22313",29,26280,"RENT",0,"EDUCATION","B",7000,NA,0,0.27,"N",9,"missing"
"22314",28,54000,"MORTGAGE",9,"EDUCATION","A",10000,8.59,0,0.19,"N",8,"(7,9]"
"22315",29,27000,"RENT",4,"VENTURE","C",7000,13.72,0,0.26,"N",7,"(13,15]"
"22316",32,27600,"RENT",0,"MEDICAL","A",7000,6.54,0,0.25,"N",9,"(5,7]"
"22317",32,54000,"MORTGAGE",16,"MEDICAL","A",10000,7.74,0,0.19,"N",7,"(7,9]"
"22318",27,27720,"RENT",1,"EDUCATION","B",7000,10.95,0,0.25,"N",6,"(9,11]"
"22319",30,28000,"RENT",1,"PERSONAL","C",7000,13.22,0,0.25,"Y",10,"(13,15]"
"22320",30,54000,"MORTGAGE",8,"PERSONAL","A",5000,8,0,0.09,"N",8,"(7,9]"
"22321",29,54000,"MORTGAGE",9,"DEBTCONSOLIDATION","A",12000,9.32,0,0.22,"N",7,"(9,11]"
"22322",34,28704,"RENT",0,"MEDICAL","A",7000,9.32,0,0.24,"N",10,"(9,11]"
"22323",32,54000,"MORTGAGE",9,"VENTURE","C",13000,12.53,0,0.24,"N",10,"(11,13]"
"22324",32,28800,"RENT",3,"MEDICAL","A",7000,7.51,0,0.24,"N",10,"(7,9]"
"22325",27,29004,"RENT",6,"DEBTCONSOLIDATION","A",7000,6.03,0,0.24,"N",10,"(5,7]"
"22326",31,29736,"RENT",4,"EDUCATION","A",7000,6.92,0,0.24,"N",8,"(5,7]"
"22327",27,30000,"RENT",5,"MEDICAL","D",7000,15.62,1,0.23,"N",6,"(15,17]"
"22328",31,30000,"RENT",5,"MEDICAL","B",7000,11.99,0,0.23,"N",8,"(11,13]"
"22329",33,54072,"MORTGAGE",1,"DEBTCONSOLIDATION","A",3000,6.99,0,0.06,"N",7,"(5,7]"
"22330",34,54072,"MORTGAGE",12,"PERSONAL","B",7000,11.89,0,0.13,"N",9,"(11,13]"
"22331",28,54080,"MORTGAGE",7,"HOMEIMPROVEMENT","B",13750,11.14,0,0.25,"N",7,"(11,13]"
"22332",27,30000,"RENT",2,"DEBTCONSOLIDATION","B",7000,10.37,0,0.23,"N",7,"(9,11]"
"22333",29,30000,"RENT",8,"MEDICAL","C",7000,13.35,0,0.23,"Y",10,"(13,15]"
"22334",29,54099,"MORTGAGE",2,"DEBTCONSOLIDATION","B",21000,9.96,0,0.39,"N",6,"(9,11]"
"22335",29,30000,"RENT",4,"VENTURE","B",7000,12.18,0,0.23,"N",9,"(11,13]"
"22336",27,54120,"MORTGAGE",2,"VENTURE","B",6000,11.36,0,0.11,"N",6,"(11,13]"
"22337",27,54216,"MORTGAGE",4,"PERSONAL","A",9000,5.99,0,0.17,"N",5,"(5,7]"
"22338",30,30000,"RENT",3,"MEDICAL","A",7000,NA,0,0.23,"N",8,"missing"
"22339",27,31200,"RENT",3,"PERSONAL","B",7000,9.88,0,0.22,"N",9,"(9,11]"
"22340",32,32000,"RENT",1,"HOMEIMPROVEMENT","D",7000,14.91,1,0.22,"Y",9,"(13,15]"
"22341",29,54500,"MORTGAGE",7,"PERSONAL","D",4275,NA,0,0.08,"N",5,"missing"
"22342",29,54548,"MORTGAGE",8,"VENTURE","A",6000,7.14,0,0.11,"N",9,"(7,9]"
"22343",31,33000,"RENT",2,"VENTURE","A",7000,8.9,0,0.21,"N",10,"(7,9]"
"22344",30,54600,"MORTGAGE",11,"VENTURE","B",2500,9.99,0,0.05,"N",7,"(9,11]"
"22345",27,34000,"RENT",7,"MEDICAL","C",7000,15.96,0,0.21,"Y",10,"(15,17]"
"22346",28,35000,"RENT",1,"PERSONAL","B",7000,12.69,0,0.2,"N",8,"(11,13]"
"22347",29,54912,"MORTGAGE",11,"DEBTCONSOLIDATION","C",5500,12.53,0,0.1,"Y",8,"(11,13]"
"22348",29,35000,"RENT",7,"MEDICAL","C",7000,12.68,0,0.2,"Y",9,"(11,13]"
"22349",29,35000,"RENT",3,"MEDICAL","B",7000,8.88,0,0.2,"N",5,"(7,9]"
"22350",35,36000,"RENT",5,"MEDICAL","A",7000,6.91,0,0.19,"N",9,"(5,7]"
"22351",32,54996,"MORTGAGE",1,"MEDICAL","A",7000,6.92,0,0.13,"N",8,"(5,7]"
"22352",31,36000,"RENT",14,"EDUCATION","C",7000,13.72,0,0.19,"N",8,"(13,15]"
"22353",28,30416,"RENT",7,"HOMEIMPROVEMENT","D",7000,14.96,1,0.23,"Y",7,"(13,15]"
"22354",30,30475,"RENT",2,"HOMEIMPROVEMENT","B",7000,NA,1,0.23,"N",5,"missing"
"22355",27,36500,"RENT",3,"DEBTCONSOLIDATION","C",7000,10.78,0,0.19,"N",8,"(9,11]"
"22356",30,48996,"MORTGAGE",14,"EDUCATION","C",1200,14.35,1,0.02,"N",7,"(13,15]"
"22357",27,54996,"OWN",5,"PERSONAL","C",16400,13.98,0,0.3,"N",9,"(13,15]"
"22358",28,37000,"RENT",3,"DEBTCONSOLIDATION","A",7000,9.32,0,0.19,"N",8,"(9,11]"
"22359",32,37120,"RENT",7,"PERSONAL","C",7000,13.47,0,0.19,"Y",10,"(13,15]"
"22360",28,54996,"MORTGAGE",12,"PERSONAL","A",6400,NA,0,0.12,"N",5,"missing"
"22361",32,37440,"RENT",8,"VENTURE","B",7000,9.91,0,0.19,"N",8,"(9,11]"
"22362",29,32000,"RENT",2,"EDUCATION","C",7000,14.65,1,0.22,"Y",10,"(13,15]"
"22363",27,38000,"RENT",12,"VENTURE","A",7000,7.66,0,0.18,"N",6,"(7,9]"
"22364",27,38400,"RENT",2,"MEDICAL","A",7000,7.51,0,0.18,"N",6,"(7,9]"
"22365",31,39000,"RENT",2,"PERSONAL","C",7000,NA,0,0.18,"N",9,"missing"
"22366",35,33000,"RENT",4,"EDUCATION","A",7000,7.9,1,0.21,"N",9,"(7,9]"
"22367",31,48996,"MORTGAGE",0,"HOMEIMPROVEMENT","D",8500,14.11,1,0.17,"Y",9,"(13,15]"
"22368",27,54996,"OWN",2,"HOMEIMPROVEMENT","D",8000,14.11,0,0.15,"Y",9,"(13,15]"
"22369",29,39996,"RENT",3,"PERSONAL","A",7000,9.32,0,0.18,"N",6,"(9,11]"
"22370",29,39996,"RENT",3,"MEDICAL","C",7000,12.84,0,0.18,"N",5,"(11,13]"
"22371",28,34000,"RENT",2,"EDUCATION","C",7000,13.49,1,0.21,"Y",5,"(13,15]"
"22372",33,55000,"MORTGAGE",7,"HOMEIMPROVEMENT","B",3500,10.65,0,0.06,"N",5,"(9,11]"
"22373",31,40000,"RENT",2,"EDUCATION","B",7000,9.62,0,0.17,"N",9,"(9,11]"
"22374",30,55000,"MORTGAGE",9,"HOMEIMPROVEMENT","B",16000,NA,0,0.29,"N",6,"missing"
"22375",29,40000,"RENT",14,"VENTURE","A",7000,7.14,0,0.17,"N",5,"(7,9]"
"22376",27,55000,"MORTGAGE",5,"PERSONAL","A",5000,6.62,0,0.09,"N",6,"(5,7]"
"22377",35,40000,"RENT",3,"VENTURE","D",7000,16.07,0,0.17,"Y",8,"(15,17]"
"22378",28,40000,"RENT",2,"PERSONAL","A",7000,8.59,0,0.17,"N",10,"(7,9]"
"22379",31,55000,"MORTGAGE",15,"VENTURE","B",4000,12.42,0,0.07,"N",9,"(11,13]"
"22380",28,55000,"MORTGAGE",4,"HOMEIMPROVEMENT","A",20000,6.62,0,0.36,"N",10,"(5,7]"
"22381",29,55000,"MORTGAGE",9,"HOMEIMPROVEMENT","A",5000,NA,0,0.09,"N",8,"missing"
"22382",35,41000,"RENT",2,"EDUCATION","C",7000,13.49,0,0.17,"Y",7,"(13,15]"
"22383",30,55000,"MORTGAGE",2,"EDUCATION","A",11500,7.9,0,0.21,"N",9,"(7,9]"
"22384",27,41000,"RENT",3,"DEBTCONSOLIDATION","C",7000,12.73,0,0.17,"Y",5,"(11,13]"
"22385",28,55000,"OWN",13,"PERSONAL","A",18000,7.9,0,0.33,"N",6,"(7,9]"
"22386",27,35520,"RENT",1,"VENTURE","D",7000,14.91,1,0.2,"Y",8,"(13,15]"
"22387",29,41779,"RENT",5,"EDUCATION","A",7000,5.79,0,0.17,"N",10,"(5,7]"
"22388",27,55000,"MORTGAGE",6,"PERSONAL","A",10000,7.9,0,0.18,"N",6,"(7,9]"
"22389",27,55000,"MORTGAGE",1,"DEBTCONSOLIDATION","A",9000,7.51,0,0.16,"N",8,"(7,9]"
"22390",31,42000,"RENT",2,"MEDICAL","A",7000,7.9,0,0.17,"N",7,"(7,9]"
"22391",28,42000,"RENT",0,"VENTURE","B",7000,11.11,0,0.17,"N",6,"(11,13]"
"22392",33,36000,"RENT",5,"DEBTCONSOLIDATION","A",7000,5.79,1,0.19,"N",5,"(5,7]"
"22393",28,55000,"OWN",0,"DEBTCONSOLIDATION","D",6700,16.77,0,0.12,"Y",7,"(15,17]"
"22394",28,55000,"MORTGAGE",7,"MEDICAL","A",8000,NA,0,0.15,"N",8,"missing"
"22395",28,55000,"MORTGAGE",7,"DEBTCONSOLIDATION","A",22000,NA,0,0.4,"N",10,"missing"
"22396",34,55000,"MORTGAGE",6,"HOMEIMPROVEMENT","C",2500,13.49,0,0.05,"N",7,"(13,15]"
"22397",34,55000,"MORTGAGE",4,"EDUCATION","C",7000,13.49,0,0.13,"Y",10,"(13,15]"
"22398",27,55000,"OWN",3,"EDUCATION","C",4500,13.49,0,0.08,"N",8,"(13,15]"
"22399",29,55000,"MORTGAGE",1,"VENTURE","A",12625,7.9,0,0.23,"N",6,"(7,9]"
"22400",31,55000,"MORTGAGE",9,"DEBTCONSOLIDATION","A",8000,7.49,0,0.15,"N",9,"(7,9]"
"22401",28,43000,"RENT",12,"MEDICAL","A",7000,NA,0,0.16,"N",8,"missing"
"22402",29,55000,"MORTGAGE",5,"PERSONAL","A",12000,7.49,0,0.22,"N",6,"(7,9]"
"22403",33,43000,"RENT",2,"EDUCATION","A",7000,7.88,0,0.16,"N",6,"(7,9]"
"22404",30,55000,"MORTGAGE",1,"PERSONAL","B",6500,10.99,0,0.12,"N",9,"(9,11]"
"22405",28,55000,"MORTGAGE",6,"EDUCATION","A",2400,NA,0,0.04,"N",8,"missing"
"22406",27,44000,"RENT",2,"MEDICAL","A",7000,7.14,0,0.16,"N",7,"(7,9]"
"22407",28,55000,"OWN",7,"VENTURE","A",20000,7.49,0,0.36,"N",6,"(7,9]"
"22408",34,55000,"MORTGAGE",3,"VENTURE","A",12800,5.42,0,0.23,"N",9,"(5,7]"
"22409",27,44400,"RENT",7,"VENTURE","B",7000,10,0,0.16,"N",6,"(9,11]"
"22410",28,49000,"MORTGAGE",11,"VENTURE","C",8025,NA,1,0.16,"Y",7,"missing"
"22411",30,55000,"MORTGAGE",0,"PERSONAL","C",6000,12.99,0,0.11,"Y",6,"(11,13]"
"22412",28,55000,"MORTGAGE",12,"MEDICAL","A",7000,NA,0,0.13,"N",6,"missing"
"22413",35,55000,"MORTGAGE",7,"EDUCATION","B",1450,10.59,0,0.03,"N",5,"(9,11]"
"22414",33,55000,"MORTGAGE",3,"MEDICAL","A",1775,7.49,0,0.03,"N",7,"(7,9]"
"22415",27,45000,"RENT",1,"EDUCATION","A",7000,7.49,0,0.16,"N",9,"(7,9]"
"22416",28,45000,"RENT",3,"MEDICAL","C",7000,13.43,0,0.16,"Y",7,"(13,15]"
"22417",34,45000,"RENT",3,"PERSONAL","B",7000,11.86,0,0.16,"N",8,"(11,13]"
"22418",33,45000,"RENT",0,"VENTURE","B",7000,10.38,0,0.16,"N",8,"(9,11]"
"22419",30,55000,"MORTGAGE",13,"DEBTCONSOLIDATION","B",12000,NA,0,0.22,"N",7,"missing"
"22420",31,55000,"MORTGAGE",7,"HOMEIMPROVEMENT","A",12000,7.49,0,0.22,"N",5,"(7,9]"
"22421",27,39000,"RENT",4,"PERSONAL","C",7000,13.79,1,0.18,"Y",7,"(13,15]"
"22422",34,46000,"RENT",1,"MEDICAL","A",7000,8.9,0,0.15,"N",8,"(7,9]"
"22423",29,55000,"MORTGAGE",11,"MEDICAL","B",4000,10.99,0,0.07,"N",6,"(9,11]"
"22424",27,55000,"MORTGAGE",3,"PERSONAL","A",11000,7.49,0,0.2,"N",10,"(7,9]"
"22425",29,40000,"RENT",2,"DEBTCONSOLIDATION","D",7000,14.91,1,0.17,"Y",9,"(13,15]"
"22426",32,49000,"MORTGAGE",3,"MEDICAL","B",11500,10.99,1,0.23,"N",9,"(9,11]"
"22427",35,55000,"MORTGAGE",14,"PERSONAL","A",15000,8.49,0,0.27,"N",10,"(7,9]"
"22428",29,47000,"RENT",2,"EDUCATION","B",7000,10.36,0,0.15,"N",7,"(9,11]"
"22429",30,49000,"MORTGAGE",2,"PERSONAL","C",16000,13.49,1,0.33,"N",7,"(13,15]"
"22430",33,48000,"RENT",1,"MEDICAL","B",7000,11.99,0,0.15,"N",8,"(11,13]"
"22431",29,55000,"MORTGAGE",4,"PERSONAL","B",8000,10,0,0.15,"N",6,"(9,11]"
"22432",28,48000,"RENT",12,"MEDICAL","B",7000,11.36,0,0.15,"N",9,"(11,13]"
"22433",29,55000,"MORTGAGE",4,"PERSONAL","A",3600,6.92,0,0.07,"N",10,"(5,7]"
"22434",30,48409,"RENT",4,"MEDICAL","B",7000,NA,0,0.14,"N",10,"missing"
"22435",31,49000,"RENT",8,"DEBTCONSOLIDATION","B",7000,12.69,0,0.14,"N",6,"(11,13]"
"22436",33,49896,"RENT",8,"MEDICAL","A",7000,NA,0,0.14,"N",9,"missing"
"22437",30,50000,"RENT",0,"DEBTCONSOLIDATION","C",7000,14.65,0,0.14,"N",9,"(13,15]"
"22438",34,55000,"MORTGAGE",6,"EDUCATION","C",5000,13.43,0,0.09,"Y",10,"(13,15]"
"22439",35,50000,"RENT",4,"DEBTCONSOLIDATION","B",7000,11.49,0,0.14,"N",9,"(11,13]"
"22440",35,55000,"MORTGAGE",3,"DEBTCONSOLIDATION","A",3200,5.79,0,0.06,"N",10,"(5,7]"
"22441",29,50000,"RENT",3,"DEBTCONSOLIDATION","B",7000,NA,0,0.14,"N",6,"missing"
"22442",28,50000,"RENT",0,"VENTURE","A",7000,6.92,0,0.14,"N",9,"(5,7]"
"22443",28,50000,"RENT",0,"EDUCATION","A",7000,8.32,0,0.14,"N",5,"(7,9]"
"22444",29,50400,"RENT",6,"DEBTCONSOLIDATION","A",7000,6.17,0,0.14,"N",8,"(5,7]"
"22445",29,55000,"MORTGAGE",13,"MEDICAL","C",8000,13.72,0,0.15,"N",9,"(13,15]"
"22446",29,52000,"RENT",13,"PERSONAL","D",7000,16.77,0,0.13,"N",5,"(15,17]"
"22447",33,55000,"MORTGAGE",5,"PERSONAL","A",15000,6.54,0,0.27,"N",6,"(5,7]"
"22448",28,52000,"RENT",3,"HOMEIMPROVEMENT","B",7000,11.99,0,0.13,"N",8,"(11,13]"
"22449",28,52000,"RENT",0,"DEBTCONSOLIDATION","B",7000,NA,0,0.13,"N",9,"missing"
"22450",27,55000,"MORTGAGE",2,"MEDICAL","B",9600,9.62,0,0.17,"N",9,"(9,11]"
"22451",31,52249,"RENT",7,"HOMEIMPROVEMENT","A",7000,7.49,0,0.13,"N",7,"(7,9]"
"22452",31,55000,"MORTGAGE",3,"DEBTCONSOLIDATION","B",6250,9.99,0,0.11,"N",9,"(9,11]"
"22453",30,55000,"MORTGAGE",4,"DEBTCONSOLIDATION","A",12000,5.79,0,0.22,"N",10,"(5,7]"
"22454",28,55000,"MORTGAGE",5,"PERSONAL","A",4800,5.79,0,0.09,"N",6,"(5,7]"
"22455",27,55000,"MORTGAGE",0,"DEBTCONSOLIDATION","A",11000,5.42,0,0.2,"N",9,"(5,7]"
"22456",28,53000,"RENT",0,"DEBTCONSOLIDATION","B",7000,9.88,0,0.13,"N",9,"(9,11]"
"22457",27,53250,"RENT",1,"MEDICAL","B",7000,10.37,0,0.13,"N",6,"(9,11]"
"22458",27,55000,"MORTGAGE",2,"VENTURE","D",7000,NA,0,0.13,"Y",7,"missing"
"22459",28,48000,"RENT",0,"HOMEIMPROVEMENT","C",7000,12.68,1,0.15,"N",10,"(11,13]"
"22460",30,55000,"MORTGAGE",3,"DEBTCONSOLIDATION","B",12000,10.38,0,0.22,"N",8,"(9,11]"
"22461",34,55000,"RENT",4,"MEDICAL","B",7000,8.88,0,0.13,"N",9,"(7,9]"
"22462",30,85000,"RENT",14,"PERSONAL","B",7000,10.65,0,0.08,"N",9,"(9,11]"
"22463",30,85000,"RENT",4,"HOMEIMPROVEMENT","A",7000,8.9,0,0.08,"N",5,"(7,9]"
"22464",27,85000,"RENT",2,"VENTURE","C",7000,13.99,0,0.08,"Y",9,"(13,15]"
"22465",29,85000,"RENT",3,"EDUCATION","A",7000,6.92,0,0.08,"N",8,"(5,7]"
"22466",31,55000,"MORTGAGE",2,"PERSONAL","A",8000,7.14,0,0.15,"N",10,"(7,9]"
"22467",29,55000,"MORTGAGE",3,"VENTURE","A",6400,7.88,0,0.12,"N",9,"(7,9]"
"22468",35,90000,"RENT",15,"PERSONAL","B",7000,11.71,0,0.08,"N",9,"(11,13]"
"22469",32,55000,"MORTGAGE",4,"HOMEIMPROVEMENT","C",6500,13.98,0,0.12,"N",10,"(13,15]"
"22470",28,49000,"MORTGAGE",5,"HOMEIMPROVEMENT","D",19750,15.58,1,0.4,"Y",9,"(15,17]"
"22471",32,40100,"RENT",3,"EDUCATION","C",7175,12.99,0,0.18,"Y",7,"(11,13]"
"22472",31,55000,"MORTGAGE",0,"VENTURE","A",4500,7.14,0,0.08,"N",6,"(7,9]"
"22473",35,17280,"RENT",6,"VENTURE","D",7200,12.36,1,0.42,"Y",8,"(11,13]"
"22474",27,18200,"RENT",8,"VENTURE","A",7200,7.49,1,0.4,"N",9,"(7,9]"
"22475",32,55000,"MORTGAGE",0,"MEDICAL","C",9000,13.85,0,0.16,"N",10,"(13,15]"
"22476",29,55000,"OWN",4,"VENTURE","B",10000,11.36,0,0.18,"N",8,"(11,13]"
"22477",31,55000,"OWN",15,"PERSONAL","A",8000,7.51,0,0.15,"N",8,"(7,9]"
"22478",31,55000,"MORTGAGE",0,"HOMEIMPROVEMENT","B",15000,11.36,0,0.27,"N",5,"(11,13]"
"22479",33,55000,"OWN",4,"HOMEIMPROVEMENT","A",12000,7.51,0,0.22,"N",9,"(7,9]"
"22480",29,26400,"RENT",4,"MEDICAL","A",7200,7.49,0,0.27,"N",10,"(7,9]"
"22481",30,55000,"OWN",6,"EDUCATION","D",21250,15.7,0,0.39,"Y",6,"(15,17]"
"22482",32,55000,"MORTGAGE",16,"PERSONAL","C",7000,13.48,0,0.13,"Y",8,"(13,15]"
"22483",34,28800,"RENT",0,"EDUCATION","B",7200,11.99,1,0.25,"N",10,"(11,13]"
"22484",27,29120,"RENT",6,"MEDICAL","C",7200,13.11,0,0.25,"N",6,"(13,15]"
"22485",30,55000,"OWN",2,"EDUCATION","B",6500,10.99,0,0.12,"N",9,"(9,11]"
"22486",31,30000,"RENT",2,"PERSONAL","C",7200,15.96,0,0.24,"Y",6,"(15,17]"
"22487",29,30000,"RENT",NA,"PERSONAL","C",7200,15.27,0,0.24,"Y",9,"(15,17]"
"22488",33,30000,"RENT",6,"PERSONAL","B",7200,12.69,1,0.24,"N",10,"(11,13]"
"22489",31,30000,"RENT",0,"HOMEIMPROVEMENT","B",7200,NA,1,0.24,"N",10,"missing"
"22490",27,30000,"RENT",1,"PERSONAL","A",7200,7.29,0,0.24,"N",7,"(7,9]"
"22491",30,30000,"RENT",7,"DEBTCONSOLIDATION","B",7200,10.36,0,0.24,"N",6,"(9,11]"
"22492",29,31000,"RENT",1,"PERSONAL","C",7200,11.03,1,0.23,"N",8,"(11,13]"
"22493",33,31500,"RENT",16,"MEDICAL","A",7200,5.79,0,0.23,"N",6,"(5,7]"
"22494",35,55000,"MORTGAGE",4,"EDUCATION","A",8500,7.88,0,0.15,"N",8,"(7,9]"
"22495",35,32000,"RENT",3,"MEDICAL","C",7200,12.61,0,0.23,"N",5,"(11,13]"
"22496",29,33000,"RENT",2,"EDUCATION","B",7200,11.71,1,0.22,"N",10,"(11,13]"
"22497",35,34200,"RENT",3,"EDUCATION","A",7200,6.99,0,0.21,"N",6,"(5,7]"
"22498",34,35000,"RENT",2,"VENTURE","B",7200,12.42,0,0.21,"N",9,"(11,13]"
"22499",28,35000,"RENT",2,"MEDICAL","A",7200,7.66,0,0.21,"N",6,"(7,9]"
"22500",32,55000,"OWN",4,"HOMEIMPROVEMENT","E",15250,16.35,0,0.28,"Y",6,"(15,17]"
"22501",32,38000,"RENT",0,"EDUCATION","B",7200,10.08,0,0.19,"N",7,"(9,11]"
"22502",31,55000,"OWN",5,"EDUCATION","D",15850,NA,0,0.29,"N",7,"missing"
"22503",27,40000,"RENT",1,"VENTURE","C",7200,13.22,0,0.18,"N",6,"(13,15]"
"22504",31,40000,"RENT",4,"EDUCATION","A",7200,9.63,0,0.18,"N",8,"(9,11]"
"22505",31,40351,"RENT",12,"PERSONAL","A",7200,7.29,0,0.18,"N",9,"(7,9]"
"22506",33,55000,"MORTGAGE",4,"HOMEIMPROVEMENT","B",8000,11.14,0,0.15,"N",9,"(11,13]"
"22507",30,41000,"RENT",0,"PERSONAL","A",7200,7.49,0,0.18,"N",5,"(7,9]"
"22508",28,55000,"MORTGAGE",4,"VENTURE","B",10650,11.58,0,0.19,"N",8,"(11,13]"
"22509",31,41196,"RENT",1,"VENTURE","A",7200,7.9,0,0.17,"N",7,"(7,9]"
"22510",34,35316,"RENT",5,"MEDICAL","D",7200,14.84,1,0.2,"N",10,"(13,15]"
"22511",30,42000,"RENT",2,"MEDICAL","B",7200,10.99,0,0.17,"N",6,"(9,11]"
"22512",27,42504,"RENT",2,"DEBTCONSOLIDATION","B",7200,10.59,0,0.17,"N",6,"(9,11]"
"22513",29,43108,"RENT",7,"VENTURE","A",7200,6.03,0,0.17,"N",7,"(5,7]"
"22514",27,39000,"RENT",4,"DEBTCONSOLIDATION","B",7200,10.65,1,0.18,"N",5,"(9,11]"
"22515",28,55000,"MORTGAGE",2,"EDUCATION","D",18000,14.11,0,0.33,"N",5,"(13,15]"
"22516",34,39000,"RENT",5,"HOMEIMPROVEMENT","B",7200,11.71,1,0.18,"N",5,"(11,13]"
"22517",30,48000,"RENT",1,"EDUCATION","B",7200,10.39,0,0.15,"N",8,"(9,11]"
"22518",33,49000,"RENT",6,"MEDICAL","B",7200,12.42,0,0.15,"N",7,"(11,13]"
"22519",35,50000,"RENT",6,"VENTURE","B",7200,11.99,0,0.14,"N",9,"(11,13]"
"22520",27,55000,"MORTGAGE",8,"VENTURE","C",7500,12.22,0,0.14,"Y",6,"(11,13]"
"22521",28,50000,"RENT",4,"DEBTCONSOLIDATION","B",7200,NA,0,0.14,"N",7,"missing"
"22522",30,55000,"MORTGAGE",0,"EDUCATION","D",12000,13.55,0,0.22,"N",5,"(13,15]"
"22523",27,49000,"MORTGAGE",0,"PERSONAL","B",15000,9.76,1,0.31,"N",7,"(9,11]"
"22524",28,56052,"RENT",8,"VENTURE","C",7200,11.28,0,0.13,"Y",8,"(11,13]"
"22525",27,55140,"MORTGAGE",8,"HOMEIMPROVEMENT","C",10000,13.49,0,0.18,"Y",8,"(13,15]"
"22526",27,60000,"RENT",4,"HOMEIMPROVEMENT","A",7200,8.9,0,0.12,"N",7,"(7,9]"
"22527",28,60000,"RENT",5,"HOMEIMPROVEMENT","A",7200,5.42,0,0.12,"N",7,"(5,7]"
"22528",27,60000,"RENT",0,"HOMEIMPROVEMENT","A",7200,7.74,0,0.12,"N",10,"(7,9]"
"22529",27,49200,"MORTGAGE",2,"DEBTCONSOLIDATION","E",7500,16.32,1,0.15,"N",7,"(15,17]"
"22530",28,62000,"RENT",4,"PERSONAL","C",7200,12.99,0,0.12,"Y",9,"(11,13]"
"22531",27,55200,"OWN",4,"EDUCATION","B",4000,NA,0,0.07,"N",10,"missing"
"22532",28,55200,"MORTGAGE",12,"VENTURE","C",3000,11.72,0,0.05,"N",10,"(11,13]"
"22533",28,65000,"RENT",2,"MEDICAL","C",7200,13.98,0,0.11,"Y",8,"(13,15]"
"22534",29,65000,"RENT",1,"MEDICAL","B",7200,11.12,0,0.11,"N",8,"(11,13]"
"22535",34,68000,"RENT",5,"PERSONAL","B",7200,NA,0,0.11,"N",9,"missing"
"22536",30,70000,"RENT",3,"DEBTCONSOLIDATION","C",7200,NA,0,0.1,"Y",10,"missing"
"22537",27,49500,"MORTGAGE",7,"VENTURE","C",4750,15.27,1,0.1,"N",7,"(15,17]"
"22538",31,74076,"RENT",9,"MEDICAL","B",7200,NA,0,0.1,"N",9,"missing"
"22539",29,75000,"RENT",2,"DEBTCONSOLIDATION","A",7200,7.9,0,0.1,"N",10,"(7,9]"
"22540",28,75000,"RENT",8,"DEBTCONSOLIDATION","B",7200,9.88,0,0.1,"N",7,"(9,11]"
"22541",29,55530,"MORTGAGE",13,"EDUCATION","A",18825,8.9,0,0.34,"N",7,"(7,9]"
"22542",30,55536,"MORTGAGE",14,"DEBTCONSOLIDATION","C",1000,NA,0,0.02,"N",9,"missing"
"22543",29,76000,"RENT",2,"MEDICAL","B",7200,NA,0,0.09,"N",8,"missing"
"22544",30,82060,"RENT",1,"EDUCATION","A",7200,NA,0,0.09,"N",7,"missing"
"22545",27,55596,"MORTGAGE",5,"MEDICAL","A",2000,7.51,0,0.04,"N",9,"(7,9]"
"22546",32,55600,"OWN",14,"EDUCATION","B",8800,9.99,0,0.16,"N",6,"(9,11]"
"22547",27,55600,"OWN",2,"EDUCATION","B",4200,10.37,0,0.08,"N",9,"(9,11]"
"22548",27,82500,"RENT",0,"DEBTCONSOLIDATION","C",7200,14.22,0,0.09,"Y",9,"(13,15]"
"22549",33,83000,"RENT",5,"EDUCATION","A",7200,8,0,0.09,"N",8,"(7,9]"
"22550",28,55640,"MORTGAGE",6,"MEDICAL","B",20000,NA,0,0.36,"N",8,"missing"
"22551",28,55640,"MORTGAGE",9,"MEDICAL","C",5000,NA,0,0.09,"N",7,"missing"
"22552",31,55680,"MORTGAGE",7,"VENTURE","C",4000,12.73,0,0.07,"N",7,"(11,13]"
"22553",30,55684,"MORTGAGE",13,"EDUCATION","B",5200,12.69,0,0.09,"N",9,"(11,13]"
"22554",27,84000,"RENT",8,"EDUCATION","C",7200,NA,0,0.09,"N",10,"missing"
"22555",32,85000,"RENT",9,"EDUCATION","B",7200,11.58,0,0.08,"N",10,"(11,13]"
"22556",28,55704,"MORTGAGE",12,"DEBTCONSOLIDATION","A",8400,7.51,0,0.15,"N",9,"(7,9]"
"22557",31,55728,"MORTGAGE",0,"MEDICAL","B",13000,10.62,0,0.23,"N",9,"(9,11]"
"22558",30,49777,"MORTGAGE",7,"MEDICAL","D",6000,14.54,1,0.12,"N",6,"(13,15]"
